gender,city_category,occupation,stay_years,marital_status,purchase_amount,quantity,product_category,payment_method,age_group
M,B,18,2,0,354.71,2,Alimentos,Dinheiro,55+
M,A,13,2,1,323.49,3,Esportes,Cartao_Credito,55+
F,B,19,3,1,122.33,3,Casa,PIX,46-50
M,B,2,1,1,920.5,3,Roupas,PIX,18-25
F,B,12,1,0,217.97,3,Eletronicos,Boleto,36-45
M,A,6,0,0,446.7,1,Eletronicos,Boleto,18-25
F,C,8,0,1,171.89,1,Roupas,Cartao_Debito,51-55
F,B,4,0,1,585.48,1,Roupas,Cartao_Credito,46-50
F,C,4,1,0,251.83,2,Roupas,Dinheiro,0-17
M,B,9,3,0,204.06,5,Esportes,Dinheiro,36-45
M,A,19,3,0,453.32,5,Casa,Cartao_Debito,51-55
F,B,13,4,0,264.95,3,Beleza,Cartao_Credito,51-55
M,B,7,2,1,285.86,1,Esportes,PIX,51-55
M,B,9,2,1,447.23,1,Alimentos,Cartao_Credito,46-50
M,C,11,4,0,651.97,5,Esportes,Cartao_Credito,36-45
F,C,5,0,0,246.89,2,Roupas,Dinheiro,36-45
F,C,10,3,1,222.58,5,Roupas,Cartao_Debito,51-55
F,B,14,4,0,409.15,3,Beleza,PIX,51-55
F,B,5,2,1,557.55,5,Alimentos,Cartao_Debito,36-45
M,B,12,1,1,970.35,1,Alimentos,Cartao_Credito,51-55
M,A,14,3,0,212.13,5,Esportes,Cartao_Debito,51-55
M,C,10,4,0,333.36,3,Esportes,Boleto,26-35
F,C,6,1,0,816.86,3,Casa,PIX,36-45
M,A,11,2,0,1317.98,3,Eletronicos,Cartao_Debito,46-50
F,C,16,0,1,222.33,2,Beleza,PIX,51-55
F,C,4,1,1,258.97,4,Brinquedos,Dinheiro,36-45
M,B,12,3,0,507.08,4,Brinquedos,Boleto,46-50
F,C,14,2,0,285.25,5,Beleza,Cartao_Debito,51-55
M,A,6,0,1,255.82,5,Alimentos,Cartao_Debito,36-45
F,A,8,1,1,467.16,3,Roupas,Dinheiro,51-55
F,B,18,0,1,1022.14,4,Beleza,Cartao_Credito,51-55
F,B,7,3,0,183.89,5,Beleza,PIX,36-45
M,B,12,4,0,991.28,1,Alimentos,Boleto,46-50
M,C,3,0,0,285.76,3,Esportes,Cartao_Debito,0-17
M,A,19,1,0,496.45,4,Alimentos,Cartao_Debito,55+
M,A,12,4,1,1047.87,3,Eletronicos,Cartao_Debito,55+
M,B,15,4,0,490.39,1,Esportes,PIX,51-55
M,A,12,3,0,337.48,4,Eletronicos,Cartao_Credito,36-45
F,C,7,3,0,620.74,3,Roupas,Cartao_Credito,36-45
M,B,7,4,1,363.62,4,Eletronicos,Dinheiro,51-55
M,C,14,1,1,551.59,1,Casa,Dinheiro,51-55
F,B,18,4,1,356.81,1,Beleza,Cartao_Credito,51-55
F,A,2,4,0,676.34,4,Eletronicos,Cartao_Credito,26-35
F,A,17,1,1,174.77,5,Casa,PIX,55+
F,A,17,0,0,219.62,4,Beleza,Cartao_Credito,51-55
F,C,2,2,0,173.23,5,Beleza,Dinheiro,26-35
F,B,2,3,0,390.0,5,Beleza,Boleto,0-17
M,B,14,4,0,161.14,2,Esportes,PIX,51-55
F,A,17,0,1,266.37,1,Alimentos,Dinheiro,55+
M,C,8,1,1,207.58,3,Esportes,Dinheiro,36-45
M,A,13,3,1,980.25,4,Alimentos,Cartao_Debito,55+
M,C,20,0,0,222.65,4,Casa,Boleto,55+
M,C,6,3,1,186.43,3,Alimentos,PIX,36-45
F,A,4,1,1,468.25,5,Beleza,Dinheiro,46-50
M,B,20,0,0,1109.97,5,Alimentos,Cartao_Credito,55+
M,A,5,1,1,376.29,3,Esportes,Cartao_Credito,46-50
M,B,9,3,0,394.16,3,Esportes,PIX,26-35
F,C,9,4,0,875.2,1,Beleza,Cartao_Credito,26-35
M,B,10,0,0,683.3,4,Eletronicos,Cartao_Debito,46-50
F,C,5,2,0,520.74,4,Casa,PIX,36-45
F,B,14,1,0,284.46,5,Alimentos,PIX,46-50
M,A,14,3,1,530.37,1,Eletronicos,Cartao_Credito,55+
F,C,4,3,1,178.31,1,Beleza,Cartao_Debito,26-35
M,B,10,4,1,277.49,4,Casa,Cartao_Debito,51-55
M,A,1,1,0,952.3,3,Eletronicos,Cartao_Credito,18-25
F,B,4,1,0,881.12,3,Beleza,Boleto,0-17
F,B,20,1,0,524.52,3,Roupas,PIX,55+
M,C,10,3,1,126.77,4,Alimentos,PIX,51-55
F,A,13,2,0,195.4,4,Roupas,PIX,46-50
M,C,18,0,1,268.36,1,Eletronicos,Dinheiro,55+
F,B,14,4,0,363.94,4,Beleza,Cartao_Credito,36-45
F,A,16,0,0,190.52,3,Casa,Cartao_Credito,36-45
F,A,14,4,0,348.0,3,Alimentos,Cartao_Debito,46-50
F,C,10,0,0,1164.88,4,Roupas,Cartao_Credito,36-45
M,B,13,2,0,513.12,4,Alimentos,Dinheiro,36-45
F,B,6,1,1,460.03,2,Casa,Cartao_Credito,51-55
F,A,18,3,0,219.09,1,Roupas,PIX,51-55
F,B,3,2,1,150.9,1,Beleza,PIX,26-35
M,C,18,1,1,193.08,5,Alimentos,Dinheiro,55+
M,B,18,2,1,147.28,2,Esportes,Boleto,55+
M,C,2,4,1,422.01,2,Esportes,PIX,26-35
M,A,14,1,0,507.92,5,Beleza,Cartao_Credito,26-35
M,A,20,1,0,226.07,2,Eletronicos,PIX,51-55
M,B,12,0,1,440.87,3,Esportes,Cartao_Credito,51-55
F,C,7,3,0,973.99,2,Alimentos,Cartao_Credito,26-35
M,A,18,3,1,1305.86,4,Esportes,Cartao_Credito,55+
F,B,10,3,1,640.5,3,Alimentos,Cartao_Credito,51-55
M,B,2,0,1,363.25,3,Eletronicos,Cartao_Credito,26-35
F,B,5,3,0,628.2,3,Beleza,Cartao_Credito,26-35
M,B,14,4,0,907.86,5,Esportes,Cartao_Credito,46-50
M,C,9,4,1,120.98,3,Eletronicos,Boleto,46-50
F,B,4,4,0,981.66,3,Beleza,Cartao_Credito,26-35
F,B,16,1,0,290.98,5,Alimentos,PIX,36-45
M,B,2,3,1,292.66,1,Brinquedos,Dinheiro,26-35
M,B,4,2,0,326.05,5,Esportes,Dinheiro,0-17
F,A,9,2,0,488.85,1,Roupas,Cartao_Credito,36-45
F,C,0,1,1,207.11,2,Eletronicos,Dinheiro,26-35
M,A,8,3,0,340.06,1,Eletronicos,Cartao_Debito,26-35
M,C,19,4,1,552.89,3,Esportes,Cartao_Credito,55+
M,A,19,3,1,459.96,5,Casa,Cartao_Credito,55+
F,C,18,4,1,506.99,2,Alimentos,Dinheiro,51-55
M,A,6,4,0,332.16,4,Esportes,Cartao_Credito,36-45
M,C,1,0,0,611.69,2,Esportes,Cartao_Credito,26-35
F,B,17,4,1,760.4,4,Roupas,Cartao_Debito,55+
M,A,7,4,0,733.53,5,Eletronicos,Cartao_Credito,26-35
M,B,15,2,1,521.43,4,Esportes,Cartao_Credito,55+
M,B,2,3,1,708.63,2,Beleza,Cartao_Credito,26-35
M,B,14,3,1,680.37,5,Eletronicos,PIX,51-55
M,A,12,3,1,2010.03,1,Eletronicos,Cartao_Debito,55+
M,C,19,4,0,837.85,5,Esportes,Cartao_Credito,51-55
F,C,2,0,1,382.51,5,Beleza,PIX,18-25
F,B,8,0,1,233.46,4,Alimentos,Boleto,46-50
M,C,20,1,1,344.92,4,Casa,Dinheiro,55+
F,A,8,2,1,330.61,2,Beleza,Cartao_Debito,46-50
M,A,13,4,0,548.32,3,Eletronicos,Cartao_Credito,36-45
F,B,3,3,1,265.03,1,Beleza,Cartao_Debito,36-45
M,A,15,0,1,824.94,2,Casa,Cartao_Credito,51-55
F,A,5,3,0,175.26,3,Roupas,Dinheiro,36-45
M,B,12,2,0,151.48,2,Casa,Dinheiro,36-45
F,A,18,1,0,372.01,4,Roupas,Cartao_Credito,46-50
M,A,13,3,1,243.34,5,Alimentos,PIX,55+
F,C,9,1,1,189.63,3,Beleza,Dinheiro,46-50
M,B,3,3,0,275.27,2,Beleza,Dinheiro,18-25
F,C,7,0,0,255.47,2,Beleza,PIX,18-25
M,B,17,1,1,405.89,3,Casa,Cartao_Credito,55+
F,B,4,2,1,278.03,4,Casa,Boleto,26-35
F,A,13,3,1,291.93,1,Alimentos,Cartao_Debito,51-55
F,C,10,4,0,402.25,3,Alimentos,Cartao_Debito,26-35
M,A,6,1,1,741.4,3,Eletronicos,Cartao_Credito,36-45
M,A,15,4,0,975.01,2,Esportes,Cartao_Credito,46-50
M,C,7,4,1,440.83,2,Eletronicos,Cartao_Credito,51-55
M,C,6,1,1,461.89,5,Eletronicos,PIX,46-50
F,B,11,0,1,361.44,3,Roupas,Boleto,46-50
F,A,15,1,1,538.48,3,Alimentos,Cartao_Credito,51-55
F,A,18,3,0,509.86,1,Roupas,Boleto,46-50
M,B,13,3,1,893.82,2,Eletronicos,Dinheiro,51-55
F,C,13,3,0,129.9,2,Casa,Dinheiro,46-50
F,B,16,3,0,350.48,2,Casa,PIX,51-55
F,A,5,0,1,494.48,5,Roupas,Dinheiro,51-55
M,A,5,2,1,397.12,3,Esportes,Cartao_Debito,46-50
M,B,10,4,0,229.64,5,Esportes,Cartao_Debito,26-35
F,B,13,1,1,185.0,3,Roupas,Boleto,51-55
M,A,13,4,0,654.45,4,Eletronicos,Cartao_Credito,26-35
M,A,3,0,0,256.17,1,Beleza,Dinheiro,0-17
F,A,16,4,0,140.76,5,Esportes,Cartao_Debito,51-55
F,A,7,3,0,674.48,4,Beleza,Cartao_Credito,18-25
F,B,18,3,0,531.33,1,Casa,PIX,46-50
F,A,15,3,0,376.33,4,Brinquedos,Cartao_Debito,36-45
M,B,20,4,0,233.05,3,Alimentos,PIX,55+
M,C,13,1,1,376.88,1,Casa,Boleto,46-50
M,C,11,0,1,836.61,5,Esportes,Cartao_Debito,55+
F,C,3,4,0,153.11,3,Beleza,Cartao_Debito,18-25
M,A,8,0,0,157.84,4,Beleza,PIX,26-35
F,A,18,3,1,276.81,3,Alimentos,Cartao_Credito,55+
M,B,8,1,0,397.03,1,Esportes,Cartao_Debito,26-35
F,C,1,4,0,299.53,2,Roupas,PIX,0-17
M,A,5,4,0,593.29,4,Roupas,Cartao_Credito,18-25
M,B,12,2,1,775.34,2,Alimentos,Boleto,51-55
M,A,13,2,0,476.88,5,Esportes,Cartao_Credito,46-50
M,A,20,2,1,564.68,2,Eletronicos,Cartao_Debito,46-50
F,C,19,2,0,474.97,3,Roupas,Dinheiro,55+
M,B,11,4,1,405.74,3,Alimentos,Cartao_Credito,51-55
M,B,11,1,1,185.65,1,Eletronicos,Boleto,51-55
F,C,16,4,0,217.72,5,Alimentos,PIX,55+
F,A,1,3,0,179.37,1,Roupas,PIX,0-17
M,A,12,4,0,369.04,3,Esportes,PIX,51-55
M,B,9,3,1,463.76,5,Esportes,PIX,46-50
M,B,16,4,1,169.09,5,Alimentos,PIX,55+
F,B,16,2,0,421.39,2,Beleza,Dinheiro,51-55
M,A,13,2,0,238.62,2,Eletronicos,Boleto,36-45
M,C,13,1,0,212.4,3,Brinquedos,PIX,36-45
M,B,14,1,1,277.21,4,Alimentos,PIX,55+
F,B,12,0,1,205.97,2,Roupas,PIX,46-50
M,B,4,1,0,580.56,3,Eletronicos,Cartao_Credito,18-25
F,C,5,4,0,364.74,5,Alimentos,PIX,26-35
M,B,15,4,0,657.95,4,Alimentos,Cartao_Credito,46-50
F,C,12,3,1,309.17,5,Alimentos,Dinheiro,46-50
M,A,4,1,0,316.27,5,Eletronicos,Cartao_Credito,0-17
M,B,18,2,1,1241.44,5,Casa,Cartao_Credito,55+
M,C,20,3,1,152.35,3,Esportes,PIX,55+
F,B,13,0,0,871.91,5,Roupas,Cartao_Credito,46-50
F,B,4,4,1,1088.67,3,Esportes,Cartao_Debito,26-35
M,C,19,4,1,638.74,4,Esportes,Cartao_Debito,51-55
M,A,4,4,0,330.87,5,Esportes,Cartao_Credito,18-25
F,B,9,0,0,949.7,1,Roupas,Cartao_Credito,36-45
M,C,18,4,0,332.6,5,Esportes,Cartao_Credito,51-55
M,C,10,3,0,264.15,5,Esportes,Dinheiro,46-50
M,C,5,2,0,319.59,5,Esportes,PIX,18-25
F,C,1,0,1,286.54,4,Beleza,Dinheiro,36-45
F,A,7,2,1,228.61,1,Casa,PIX,46-50
F,C,14,1,1,785.25,2,Roupas,Cartao_Credito,55+
F,B,15,4,1,253.64,1,Esportes,Cartao_Credito,55+
M,B,4,1,0,396.32,4,Eletronicos,Cartao_Debito,18-25
M,B,3,1,0,169.65,3,Alimentos,PIX,26-35
M,C,14,4,1,410.96,3,Casa,PIX,55+
M,B,3,0,1,201.63,4,Esportes,Boleto,46-50
M,C,1,4,0,198.68,5,Esportes,PIX,0-17
M,A,10,4,1,377.82,1,Esportes,Cartao_Credito,46-50
M,A,11,1,0,760.66,5,Eletronicos,Cartao_Debito,36-45
F,B,5,3,1,525.45,2,Roupas,Boleto,26-35
M,A,4,3,1,547.56,4,Eletronicos,Cartao_Credito,46-50
M,B,4,2,0,373.18,3,Esportes,PIX,0-17
F,A,7,3,1,329.84,3,Roupas,Cartao_Credito,46-50
F,B,0,0,1,648.51,2,Esportes,PIX,18-25
F,A,0,2,1,287.75,1,Roupas,PIX,26-35
F,A,7,2,1,665.58,4,Beleza,Cartao_Credito,51-55
F,B,0,2,0,846.89,2,Beleza,Cartao_Credito,18-25
M,B,6,4,0,243.51,2,Esportes,PIX,18-25
M,A,12,4,0,265.96,1,Esportes,PIX,46-50
F,A,0,3,0,290.78,5,Beleza,Cartao_Credito,0-17
M,A,12,2,1,167.31,2,Esportes,PIX,55+
M,B,13,2,0,304.4,2,Roupas,Cartao_Credito,36-45
M,A,12,0,1,880.83,2,Esportes,Cartao_Debito,55+
M,B,13,2,0,215.43,3,Esportes,Cartao_Debito,51-55
M,B,16,1,0,893.47,3,Casa,Dinheiro,51-55
M,B,1,4,0,311.04,3,Roupas,PIX,18-25
F,B,3,3,0,1434.28,2,Alimentos,Cartao_Credito,18-25
F,A,6,4,1,267.98,2,Beleza,Cartao_Debito,36-45
M,C,14,4,1,370.04,5,Esportes,PIX,51-55
F,B,18,2,1,233.67,3,Casa,PIX,51-55
M,A,19,2,1,267.03,5,Esportes,Cartao_Debito,55+
F,C,12,3,0,900.46,5,Eletronicos,Cartao_Credito,46-50
F,B,8,2,1,536.32,4,Casa,Cartao_Credito,51-55
M,B,8,1,0,747.92,3,Esportes,PIX,36-45
F,C,1,3,1,183.21,5,Roupas,PIX,18-25
F,A,9,2,1,597.59,1,Casa,Cartao_Debito,46-50
F,C,10,4,1,225.23,3,Eletronicos,Dinheiro,51-55
F,B,4,1,0,180.84,4,Eletronicos,PIX,0-17
F,B,16,2,0,465.57,1,Roupas,Cartao_Credito,51-55
M,A,17,2,0,462.72,1,Eletronicos,Cartao_Debito,55+
F,A,6,4,0,416.55,1,Casa,PIX,26-35
F,C,19,2,1,620.51,3,Beleza,Cartao_Credito,55+
F,A,2,0,1,681.39,3,Roupas,Cartao_Credito,36-45
M,A,19,1,0,974.42,3,Esportes,Cartao_Credito,55+
F,B,16,4,0,197.51,1,Alimentos,PIX,55+
M,C,4,1,0,993.48,3,Eletronicos,Cartao_Credito,26-35
F,A,13,1,0,1248.11,5,Casa,Cartao_Credito,46-50
M,C,6,0,1,323.84,1,Eletronicos,Dinheiro,36-45
F,B,16,3,1,148.25,4,Beleza,PIX,55+
F,C,3,0,1,175.9,2,Beleza,PIX,26-35
M,A,5,1,1,305.79,1,Casa,Dinheiro,36-45
M,A,6,3,0,1350.84,1,Eletronicos,Cartao_Credito,26-35
M,B,4,4,0,407.58,1,Eletronicos,Cartao_Credito,18-25
F,A,6,1,1,278.58,3,Alimentos,Cartao_Credito,36-45
F,B,12,1,0,267.4,3,Roupas,PIX,36-45
M,A,13,0,1,182.43,4,Alimentos,PIX,55+
M,C,11,2,1,681.81,1,Brinquedos,Cartao_Credito,51-55
M,C,3,4,0,381.75,4,Esportes,Boleto,26-35
M,C,4,1,0,1422.11,4,Eletronicos,Boleto,26-35
F,C,19,1,1,588.12,1,Casa,Cartao_Credito,55+
F,C,5,1,1,663.79,4,Casa,Dinheiro,46-50
M,B,2,4,0,348.88,1,Esportes,PIX,18-25
F,B,9,2,1,209.64,3,Casa,Dinheiro,46-50
M,C,0,3,0,238.85,4,Casa,PIX,26-35
F,C,7,3,1,177.41,5,Roupas,Dinheiro,51-55
M,C,17,3,0,696.62,3,Esportes,Cartao_Credito,46-50
F,C,5,2,0,320.23,3,Beleza,Cartao_Credito,26-35
F,A,14,2,0,714.44,5,Beleza,Cartao_Debito,36-45
M,C,10,2,0,437.71,2,Esportes,PIX,46-50
F,C,7,0,0,338.43,2,Beleza,PIX,26-35
F,B,13,2,0,199.98,3,Beleza,Cartao_Debito,36-45
M,C,12,4,1,483.47,1,Casa,Boleto,55+
M,B,6,0,0,353.83,1,Eletronicos,Cartao_Debito,26-35
F,C,4,4,0,693.19,2,Brinquedos,Cartao_Credito,0-17
M,A,19,2,1,262.63,1,Esportes,PIX,55+
M,C,3,1,1,583.86,4,Esportes,Cartao_Credito,36-45
M,A,20,0,0,1079.78,3,Alimentos,Cartao_Credito,55+
F,B,9,3,0,475.1,3,Brinquedos,PIX,36-45
M,A,20,0,0,646.24,3,Eletronicos,Boleto,46-50
M,B,7,2,1,568.58,1,Brinquedos,Cartao_Debito,36-45
F,A,11,0,1,1259.98,3,Casa,Cartao_Credito,51-55
M,C,12,4,1,504.18,1,Eletronicos,PIX,51-55
F,B,7,0,0,613.99,2,Roupas,PIX,26-35
M,C,4,4,0,394.74,4,Eletronicos,Cartao_Debito,26-35
F,A,10,2,0,253.5,5,Roupas,PIX,46-50
F,A,13,0,1,195.41,2,Beleza,PIX,55+
M,C,5,3,1,862.78,2,Esportes,Boleto,36-45
F,C,16,4,1,220.3,4,Beleza,PIX,55+
M,B,13,1,0,631.13,5,Esportes,Boleto,51-55
M,C,3,4,0,517.81,2,Esportes,PIX,0-17
M,C,19,3,1,699.71,5,Esportes,Dinheiro,55+
F,B,0,3,0,296.24,2,Roupas,Cartao_Debito,0-17
M,C,13,1,1,251.03,4,Casa,PIX,46-50
M,C,9,0,1,506.25,2,Esportes,PIX,46-50
M,B,13,2,0,338.52,2,Alimentos,Cartao_Credito,46-50
M,B,16,4,1,192.75,5,Esportes,PIX,55+
M,A,14,2,0,1290.93,2,Alimentos,Cartao_Credito,51-55
M,A,13,3,0,250.93,1,Casa,Boleto,46-50
M,C,17,3,0,222.25,4,Casa,Dinheiro,51-55
M,C,14,1,1,348.88,1,Esportes,Dinheiro,51-55
F,B,17,0,1,855.52,1,Alimentos,Cartao_Credito,51-55
M,B,8,4,0,109.94,5,Casa,Cartao_Debito,18-25
F,A,4,3,1,813.98,2,Alimentos,Cartao_Credito,51-55
M,A,4,2,0,233.48,1,Brinquedos,Cartao_Credito,0-17
M,C,12,2,1,472.82,5,Alimentos,PIX,55+
M,B,11,4,1,268.92,2,Esportes,Dinheiro,51-55
M,A,1,3,1,1332.95,4,Alimentos,Cartao_Credito,26-35
M,B,4,3,1,434.75,2,Esportes,Cartao_Credito,46-50
F,B,20,3,0,263.79,3,Alimentos,Cartao_Debito,55+
M,C,15,1,0,336.75,4,Esportes,PIX,46-50
M,C,15,3,1,425.72,4,Esportes,Cartao_Credito,55+
F,B,4,4,0,448.81,3,Beleza,Cartao_Debito,18-25
M,B,1,1,1,524.93,4,Esportes,Cartao_Credito,36-45
M,B,6,2,0,403.09,5,Brinquedos,Cartao_Credito,0-17
M,B,17,3,1,176.57,5,Alimentos,Dinheiro,55+
M,B,10,2,1,328.93,4,Alimentos,Boleto,51-55
M,A,16,4,1,580.56,2,Casa,Cartao_Credito,55+
F,C,10,2,0,269.91,3,Roupas,PIX,46-50
F,B,10,1,1,604.06,5,Roupas,Cartao_Credito,46-50
M,B,12,0,0,411.18,2,Esportes,PIX,46-50
F,A,20,4,0,354.02,4,Roupas,Cartao_Debito,51-55
F,C,9,3,0,825.91,4,Alimentos,PIX,26-35
M,A,12,2,0,142.18,3,Eletronicos,PIX,18-25
F,B,19,2,1,269.03,5,Roupas,Boleto,51-55
F,C,7,2,1,845.1,3,Alimentos,Cartao_Credito,36-45
F,B,17,4,0,1209.58,5,Beleza,Cartao_Credito,51-55
F,C,11,3,1,1590.17,4,Casa,Cartao_Credito,46-50
M,A,18,4,1,415.8,1,Esportes,Cartao_Credito,55+
M,C,9,4,1,530.99,5,Eletronicos,Cartao_Credito,46-50
M,C,13,3,0,658.82,4,Alimentos,Boleto,46-50
M,B,6,2,1,867.01,2,Eletronicos,Cartao_Debito,36-45
M,B,13,1,0,486.8,4,Casa,Boleto,36-45
F,B,6,3,1,703.23,3,Roupas,Boleto,46-50
M,C,12,3,0,531.59,5,Eletronicos,Cartao_Debito,51-55
M,C,16,2,1,551.88,2,Esportes,Dinheiro,55+
F,C,9,0,0,232.52,2,Beleza,Dinheiro,26-35
M,C,9,4,0,331.12,1,Roupas,PIX,46-50
M,B,6,4,0,294.81,4,Esportes,PIX,26-35
F,B,15,1,0,197.68,5,Alimentos,Boleto,55+
M,B,12,2,0,149.76,4,Casa,Dinheiro,26-35
M,C,10,0,1,312.88,2,Casa,Dinheiro,36-45
M,C,0,4,0,344.35,5,Casa,Cartao_Debito,0-17
F,B,2,1,0,429.67,2,Beleza,Dinheiro,18-25
M,A,0,1,0,563.09,4,Brinquedos,Cartao_Credito,0-17
M,B,17,2,0,451.63,3,Eletronicos,PIX,46-50
M,C,17,1,0,345.8,5,Casa,Dinheiro,51-55
M,C,1,3,1,232.97,5,Casa,PIX,46-50
F,A,0,4,0,682.83,2,Casa,Cartao_Credito,0-17
M,A,16,4,1,379.52,1,Alimentos,Cartao_Debito,55+
F,B,11,2,0,310.98,1,Brinquedos,Cartao_Debito,36-45
M,A,6,0,1,360.73,4,Casa,Cartao_Credito,51-55
M,C,12,4,0,259.91,2,Roupas,Cartao_Debito,26-35
F,B,4,1,1,293.42,1,Eletronicos,PIX,36-45
M,B,4,4,1,287.87,5,Casa,Cartao_Debito,36-45
M,A,7,1,1,339.54,4,Esportes,Cartao_Credito,36-45
F,B,18,2,1,597.92,1,Beleza,PIX,55+
M,C,16,2,1,515.05,4,Esportes,PIX,55+
M,B,3,2,1,1020.49,4,Eletronicos,PIX,26-35
F,A,11,0,1,834.67,5,Beleza,Cartao_Credito,36-45
M,A,18,2,0,1304.86,5,Esportes,Cartao_Credito,46-50
M,C,19,2,1,564.25,5,Roupas,Dinheiro,36-45
M,C,16,4,1,558.84,5,Esportes,Cartao_Credito,55+
M,A,2,2,0,301.13,4,Esportes,Boleto,18-25
M,B,5,4,1,662.23,4,Esportes,Cartao_Credito,26-35
F,A,4,1,1,272.14,3,Casa,Dinheiro,26-35
M,B,3,1,0,166.96,4,Eletronicos,PIX,26-35
F,A,3,0,0,1008.07,5,Beleza,Cartao_Debito,26-35
M,C,6,3,0,190.66,1,Alimentos,PIX,36-45
M,C,11,0,1,524.95,1,Esportes,PIX,46-50
M,A,8,1,1,237.89,3,Eletronicos,Cartao_Credito,46-50
F,B,8,4,0,793.14,2,Roupas,PIX,18-25
M,A,5,3,1,860.72,3,Esportes,Cartao_Credito,46-50
M,B,3,2,0,554.19,2,Brinquedos,Cartao_Credito,18-25
F,A,20,4,1,852.2,4,Casa,Cartao_Credito,55+
F,A,12,3,0,405.21,5,Beleza,Cartao_Credito,26-35
M,C,4,4,1,1541.49,2,Esportes,Dinheiro,46-50
F,A,17,3,0,631.25,4,Alimentos,Cartao_Credito,46-50
M,C,17,2,1,235.02,1,Casa,Cartao_Debito,55+
M,A,20,0,1,420.63,4,Alimentos,PIX,51-55
M,B,3,1,1,368.15,4,Alimentos,Cartao_Debito,36-45
M,B,13,3,0,347.15,4,Esportes,PIX,36-45
M,C,20,1,0,149.26,3,Esportes,PIX,55+
F,A,16,3,0,508.83,1,Casa,Cartao_Credito,51-55
M,A,4,0,0,175.66,5,Eletronicos,Dinheiro,18-25
F,C,18,0,0,88.66,1,Roupas,Boleto,51-55
F,C,8,1,1,328.19,3,Casa,Boleto,46-50
F,B,10,1,0,256.33,1,Alimentos,PIX,36-45
F,A,11,4,0,240.59,5,Beleza,Cartao_Credito,46-50
F,A,16,1,0,62.69,3,Brinquedos,PIX,36-45
F,C,2,2,0,242.13,3,Beleza,PIX,0-17
M,B,11,2,1,363.51,2,Esportes,PIX,51-55
M,B,17,1,0,275.75,4,Alimentos,Cartao_Debito,51-55
M,A,11,4,0,508.98,2,Alimentos,Boleto,36-45
M,A,5,3,0,930.38,4,Brinquedos,Cartao_Credito,26-35
M,C,1,0,1,549.95,5,Alimentos,Cartao_Credito,0-17
F,C,11,1,0,746.83,2,Casa,Dinheiro,51-55
M,A,14,0,0,784.84,4,Esportes,Cartao_Credito,51-55
F,C,11,1,1,218.92,2,Alimentos,Cartao_Debito,51-55
M,B,20,3,1,525.04,5,Eletronicos,Cartao_Debito,55+
M,B,12,4,0,732.96,5,Alimentos,Boleto,46-50
M,B,10,2,0,310.57,2,Esportes,Cartao_Debito,36-45
M,C,1,0,1,251.04,2,Eletronicos,PIX,26-35
M,B,11,0,0,554.6,1,Esportes,Cartao_Credito,46-50
M,B,3,2,0,165.84,4,Esportes,PIX,0-17
M,C,15,1,1,210.02,5,Alimentos,PIX,55+
M,A,3,2,1,270.41,1,Roupas,PIX,26-35
M,C,19,0,0,528.64,5,Eletronicos,Cartao_Debito,51-55
M,B,6,1,1,460.06,4,Eletronicos,Boleto,46-50
M,B,9,2,1,749.51,3,Casa,Cartao_Debito,46-50
M,B,3,1,1,232.03,2,Esportes,PIX,26-35
M,B,4,1,1,224.69,4,Esportes,PIX,46-50
M,B,19,1,0,552.44,3,Eletronicos,Cartao_Credito,51-55
M,B,5,0,0,249.83,5,Brinquedos,PIX,0-17
F,C,10,1,0,280.87,3,Casa,PIX,36-45
F,C,20,1,0,132.42,1,Casa,PIX,55+
F,C,13,4,1,480.35,2,Alimentos,Cartao_Debito,55+
M,A,0,4,1,1017.16,2,Esportes,Cartao_Credito,26-35
M,B,7,2,1,217.55,3,Alimentos,Cartao_Debito,51-55
M,B,8,1,0,744.73,2,Eletronicos,Cartao_Credito,36-45
F,A,5,2,0,389.3,5,Beleza,Cartao_Debito,26-35
F,C,5,3,0,139.88,2,Eletronicos,Dinheiro,26-35
F,B,10,1,1,235.84,4,Beleza,Cartao_Debito,55+
F,A,7,3,0,227.27,2,Beleza,Dinheiro,26-35
M,A,6,4,1,333.65,5,Eletronicos,Cartao_Credito,36-45
F,A,8,2,1,518.9,5,Alimentos,Boleto,36-45
F,B,7,0,0,1223.36,4,Beleza,Cartao_Credito,18-25
M,B,4,0,1,170.94,4,Alimentos,PIX,36-45
F,B,9,4,1,301.61,4,Alimentos,PIX,55+
M,A,19,2,1,235.67,3,Esportes,PIX,55+
F,A,10,1,0,188.52,3,Roupas,Cartao_Debito,46-50
F,C,12,3,0,427.21,1,Alimentos,PIX,46-50
M,A,20,4,0,403.79,5,Eletronicos,Boleto,55+
F,B,12,2,1,135.87,5,Casa,Dinheiro,55+
M,B,4,1,1,407.85,3,Esportes,Cartao_Debito,26-35
F,B,8,4,0,195.74,5,Beleza,Dinheiro,26-35
F,C,10,0,0,406.3,3,Alimentos,Cartao_Debito,36-45
F,B,9,4,1,864.11,1,Roupas,Cartao_Credito,46-50
F,C,3,2,1,532.64,5,Beleza,Cartao_Debito,26-35
M,C,2,0,1,448.77,3,Roupas,PIX,26-35
M,A,7,1,1,293.75,5,Alimentos,Dinheiro,36-45
M,A,19,3,1,419.94,2,Casa,PIX,51-55
M,B,15,3,1,565.64,3,Alimentos,Dinheiro,55+
